id,date,username,tweet,Kategori
1349283304793493508,2021-01-13,notyourbabubooo,"@AREAJULID Aku tim nolak vaksin. Alasan aku karena ""Katanya"" vaksin itu blm uji klinis. Lagipula vaksin corona tuh ada beberapa macam vaksin, ga cuma 1 macam tapi ada 5 harga berbeda. aku gatau yg mau di gratis kan yg mana. dari mulai harga 100rb+ sampai harga 2jt+",1
1349268435998412800,2021-01-13,anipow_,"Aku tidak butuh vaksin corona, Aku butuh vaksin insecure.",2
1349267915695038469,2021-01-13,oranggataufan,"Vaksin bayar, ngamuk Vaksin gratis, nolak Corona ga kelar, ngamuk Corona kelar, ""kan dah gue bilang, ini cuma konspirasi""  Bgsd la.",2
1349266786315735041,2021-01-13,maulidaana28,"Yuk dukung vaksin datang ke Indonesia, Seperti kita tahu pemerintah saat ini sedang menyiapkan vaksin corona sebagai bentuk intervensi medis untuk meningkatkan imuniatas tubuh seluruh masyarakat Indonesia tehardap virus corona Covid-19. #DukungSehatkanBangsa Wajib Bebas Covid  https://t.co/tQCcLFBiio",1
1349262847147081732,2021-01-13,abrilian_,Anjim gw overthingking gegara vaksin corona sial,2
1349262304479641601,2021-01-13,kaylaa_aja,"Yuk Jaga tubuh kita dari paparan virus corona, caranya dengan kita mau di vaksin #DukungSehatkanBangsa Wajib Bebas Covid  https://t.co/r9DzfPcMtU",1
1349261396563775488,2021-01-13,tommymuthalib11,"Yuk lawan virus corona dengan vaksin Pemerintah ingin kita semua sehat, karena vaksin ini sudah teruji mampu melindungi antibodi kita,Vaksin adalah produk biologis yang harus disimpan dalam suhu rendah setiap saat. #DukungSehatkanBangsa Wajib Bebas Covid  https://t.co/sznmlmAQPc",1
1349258937485258759,2021-01-13,wasesdu,Harapan kita dengan vaksin ini bisa menghilangkan virus corona #DukungSehatkanBangsa Wajib Bebas Covid 💯  https://t.co/ffHdmloHAF,1
1349258245051879426,2021-01-13,sapincon,Kita percayakan pada vaksin corona ini semoga bisa mengatasi dengan baik #DukungSehatkanBangsa Wajib Bebas Covid 💯  https://t.co/Xrxw0tyJ8I,1
1349257474214281219,2021-01-13,punshervia465,"Ayo kita sukseskan Indonesia dari Corona, dengan mau vaksin ya #DukungSehatkanBangsa Wajib Bebas Covid ..  https://t.co/pmGDB5qNOJ",1
1349249795911606274,2021-01-13,skinnyfeds,seneng bgt denger berita udah ada vaksin alias cepetan udahan ke corona pengen main,1
1349249405245825024,2021-01-13,aurelliamisna,Semoga vaksin nya bisa mencegah penyebaran corona #JokowiDiVaksin  https://t.co/OnqzzvU3WE,1
1349246784015650817,2021-01-13,powfuuuuu,disuntik vaksin bukanya aman dari corona malah jadi titan,2
1349244163733159943,2021-01-13,fauzi_8704,Vaksin corona yg disembunyikan pemerintah sejak awal pandemi  https://t.co/V9ZYaiDlGR,2
1349243087118192640,2021-01-13,gf_ipanema,Vaksin untuk memutus rantai penularan virus Corona.  #VaksinasiDimulai  #JokowiDiVaksin  https://t.co/xUUsdSKaNz,1
1349240545680314369,2021-01-13,sanharcs,@renveIvet kita diboongin itu bukan vaksin corona tp serum titan,2
1349231218970173441,2021-01-13,wow_keren,"Waduh! Berkurang Lagi, Kemanjuran Vaksin Corona Sinovac di Brasil Cuma 50 Persen #Internasional  https://t.co/V1th1f73Vo  https://t.co/k2qPbGro9y",2
1349230957941805056,2021-01-13,cowotam_van,"@starrynightytwo Vaksin flu yg udh dipake tahunan di Korea aja bs merenggut korban nyawa.. apalagi vaksin corona yg belom ada 1 tahun.. hal2 ini yg ditakutkan bbrp org.. krn klo udh meninggal, pemerintah mau tanggung jawab gmn?  https://t.co/BNMQksznYS",2
1349226827512877056,2021-01-13,ghonay078,semoga vaksin bisa melawan virus corona,1
1349217637075623938,2021-01-13,alit1_kawulo,Vaksin bukan sekedar untuk memutus mata rantai virus corona Tetapi juga untuk kekebalan imunisasi tubuh kita.   Dengan kita di vaksin COVID-19 Sinovac maka virus corona akan segera pergi dan menjauh dari tubuh kita.   #VaksinasiDimulai  https://t.co/2p4CNPvupJ,1
1349215675789631488,2021-01-13,aguskot58016145,"Korban jiwa telah banyak akibat virus Corona, ayo kita cegah vaksin. C9 #VaksinasiMelawanPandemi",1
1349212745946726407,2021-01-13,metsssssss,"Gak percaya corona ada, gak mau di vaksin, tapi kalo ada bansos paling depan kata ilham",2
1349212337044000768,2021-01-13,kompascom,"Vaksin merupakan salah satu ikhtiar, upaya preventif maupun mitigasi guna mencegah, memutus, atau minimal memperlambat penyebaran virus Corona.  https://t.co/ZPh90bjDon",1
1349210673851494402,2021-01-13,no_p0rno17,"Klo vaksin itu 99% josss... meyakinkan.. pasti deh pejabat2, konglomerat&amp;org tajir lainnya pda berbondong2 ngantri. Secara..mreka kaya&amp;gk mau mati cepat krna corona.  Iya enggak?",2
1349203656726384640,2021-01-13,ibnxine,"Lebih mematikan mana, pakai vaksin dan kena virus corona ini? Ini pandemi palsu malah vaksin bisa lebih mematikan.  https://t.co/Hgtyurxyo0",2
1349194952270467074,2021-01-13,putrisilabann,Yuk jangan ragu vaksin #VaksinLolosUjiKlinis #vaksinuntukkita #VaksinCorona #VaksinYgInginHidupAja #VaksinSinovac #VaksinCovid19SuciDanHalal #vaksinsiap34propinsi #PKPM #JawaBali #Prokes #cegahpenyebarancovid19 #protokolkesehatan #JagaJarak #cucitangan #pakaimasker,1
1349186892110065670,2021-01-13,dianpuspita0919,"Semoga dengan adanya vaksin ini bisa mengurangi populasi si corona di muka bumi ini. Capek oi dibadutin corona 😭. Ingin kerja, ingin main 😭  https://t.co/I4WlxBwffn",1
1349180407716007936,2021-01-13,wedhus999,"Hati-hati dan waspada!!! Tahun 2022 (tahun kembar) Zionis semakin menggila, setelah thn 2020 berhasil menghancurkan tatanan dunia dgn teror corona dan vaksin serta thn 2021 dgn biometric id chipnya!!!  https://t.co/tcWu0YSsLK",2
1349180138311716864,2021-01-13,hyudi15,@geloraco jikalau Ada efek membahayakan knp Indonesia diminta tdak boleh gugat vaksin Corona ?  Aneh ! Ini manusia bukan kelinci buat percobaan,2
1349179884992516102,2021-01-13,antros21,"Vaksin corona,, sudah rakyat disuruh beli lalu dipaksa lagi ??  HIDUP CUKONG  !!!  harganya tidak murah lagi,,,,,,?!",2
1349178582560477185,2021-01-13,gagaknew,Klo celaka dan Mati krn Corona Mati sendiri saja gak usah ajak2 org lain dg Provokasi utk menolak di Vaksin..,1
1349173229328338951,2021-01-13,rustamibrahim,Vaksin adalah harapan besar masyarakat global untuk mengakhiri penularan virus Corona. Apalagi vaksin yang sudah dinyatakan halal dan aman. Masih ada yang menolak harapan? Aneh!,1
1349170522664312835,2021-01-13,munasyaroh_fadh,"Yeey.... Ada kabar gembira nih, Vaksin buat corona udah datang. Siapkan diri untuk datang ke pelayanan kesehatan terdekat tentunya dg menerapkan protokol kesehatan yg ketat n 3M   #IndonesiaSiapDivaksin  https://t.co/pBaRVZhn5Y",1
1349165528879833090,2021-01-13,kumparan,"Belajar dari negara lain, kemunculan vaksin corona jadi ladang basah baru bagi para penipu untuk mengelabui korbannya. #kumparanSAINS  https://t.co/IIcTgGHxRa",2
1349157333297860608,2021-01-13,rendi_ajaa,vaksin corona dipastikan aman #vaksin  https://t.co/5W35Z9rFYY,1
1354142314042585088,2021-01-27,hargosweb,funhsi vaksin: kebal corona 👎 naikin ihsg 👍,2
1354133640188284934,2021-01-27,leonardpatty07,"Anda sangat pintar dan terpelajar hingga anda tak percaya corona dan vaksin, semuanya jadi sia sia.  #hoaxvaksin",2
1354094571936829440,2021-01-26,hs_saut,"@kaesangp Ada apa nih kok Pemerintah PAKSAIN VAKSIN,  kok TIDAK UTAMAKAN berikan HERBAL yg TERBUKTI AMPUH SEMBUHKAN CORONA ini ???",2
1354063982395412480,2021-01-26,aaron76973606,"@bangsadbooi Ini obat buat ningkatin daya tahan tubuh, biar kebal sama corona. Ngga perlu vaksin titan",2
1354053344415916032,2021-01-26,mrevkyp,"Klo ngomongin corona atau vaksin, warga +62 udah bebal dibilangin, percuma.",2
1354040518867521536,2021-01-26,rahmatrudi9,"ayooo kita hentikan penyebaran virus corona dengan melakukan vaksin, vaksin sinovac halal dan aman  https://t.co/NgTbt4nIR4",1
1354037276838223874,2021-01-26,arminbuton2,Indonesia belum juga pulih dari virus Corona C19 cina terus berdatangan  Vaksin bukan solusi menurut saya   #ARB  https://t.co/YxRBwgFGOM,2
1354034395896631298,2021-01-26,jackrangga10,@heztideta Ternyata ngilangin Corona dikeplak pala nya bukan di vaksin,2
1354005601651544067,2021-01-26,imustainey,"Parno? Sotoy? Iya bener. FYI : orang yang sudah di vaksin campak, masih bisa terkena penyakit campak. Vaksin campak hanya mencegah penyakit sekitar 75 persen.  Coba tanya dan lihat sekitar, berapa teman dan keluarga yang pernah terkena campak?  Lalu, bagaimana Corona?",2
1353976720940883968,2021-01-26,rindukm1,Terus dukung upaya pemerintah untuk mencegah penyebaran virus Corona dengan vaksin. Hindari hoax hoax yang beredar dengan tidak menyebar luaskan berita yang belum tentu kebenaranya. Mari lawan hoax #HoaxVaksin #HoaxVaksin  https://t.co/bzLVMLxU1E,1
1353967605057347590,2021-01-26,jhonamerah,@Beritasatu vaksin corona terbuat dari daging babi,2
1353965838533967872,2021-01-26,titiaarnet,"Kuingin cepetan divaksin corona, karena kutakut sekali 😔, kalo nak bayi udah bisa divaksin, ku anter vaksin langsung si thole",1
1353960292795834368,2021-01-26,jhonamerah,@cnbcindonesia makan sama kamu vaksin corona itu biar kmu mampus sekalian,1
1353960102982684672,2021-01-26,voidotid,"Di tengah munculnya berbagai varian baru virus corona, kekhwatiran lain muncul bahwa vaksin yang tersedia sekarang tidak mampu melawan strain baru.  https://t.co/jQ8cY3nYOf",2
1353937412750073858,2021-01-26,minishoess,"@collegemenfess Kita juga bisa hidup normal kembali nanti kalo vaksin udah disebarluaskan. Jadi pake sistem herd immunity, bisa jadi virus corona ga ilang tapi manusia jadi kebal karena udah ada vaksin kayak virus influenza dulu.",1
1353914095171379202,2021-01-26,kangmul57,INDONESIA LAWAN CORONA DUKUNG PROGRAM KELANJUTAN PPKM JAWA - BALI.  BERSAMA KITA CEGAH PEMULARAN COVID-19.  Dukung Vaksin Save NKRI #CabutHakPolitikEksHTIFPI  https://t.co/atKjMvFRLx,1
1353877536296452096,2021-01-26,brambudi9,Ayo bersama-sama kita terapkan 5M Jangan tolak vaksin #VaksinHalal #VaksinSiap34Propinsi Bebas Kovid Percaya Vaksin #vaksincovid19 #vaksinuntukkita #vaksingratisutkrakyat #vaksincorona #VAKSIN #bengkulu #vaksinefektif91persen ..  https://t.co/E9j4JJF3If,1
1353877525521289219,2021-01-26,brambudi9,Jangan tolak vaksin #VaksinHalal #VaksinSiap34Propinsi Bebas Kovid Percaya Vaksin #vaksincovid19 #vaksinuntukkita #vaksingratisutkrakyat #vaksincorona #VAKSIN #bengkulu #vaksinefektif91persen ..  https://t.co/9cMuofnZAk,1
1353858703674331136,2021-01-26,kianinara1,Cintai bumimu Lindungi dari virus corona Taati peraturan PBB dan PPMK dapat mencegah penyebaran virus corona  Kalau bukan kita siapa lagi?  Dukung Vaksin Save NKRI #CabutHakPolitikEksHTIFPI  https://t.co/WY9VGTVAh9,1
1353855171919405056,2021-01-26,boy99under,"https://t.co/3Hh8rGpcaH  Saat nya kita bersatu padu perang melawan CORONA.   Menteri @kemkominfo , Jhony G. Plate, Minta Wartawan Dukung Akselerasi Digital dan Vaksinasi Covid-19.  Dukung Vaksin Save NKRI #CabutHakPolitikEksHTIFPI",1
1353746653002358784,2021-01-25,widiareza,"@Salimbado9 @50k Vaksin Lancar Rakyat Kuat Saya dukung sekali vaksin yang gratis menambah kekebalan tubuh, tapi bukan pembunuh virus Corona ini, tetap jaga Jarak rajin mencuci tangan dan memakai masker, mari sosialisasi kan ke tetangga sedusun sedesa terutama yang pelosok",1
1353740626509008904,2021-01-25,bukananakct,"Gue bingung, kontra sama vaksin covid cina, tapi pas udah ada gejala2 corona, lau malah minum pil cina. Bener bener manusia.",2
1353718786319331333,2021-01-25,jammaahclub,"Sebelum ada vaksin,jumlah korban corona grafik nya naik turun  Pas ada vaksin,grafik nya naik terus  Nyampe sini paham kan?",2
1353717475125280768,2021-01-25,watashitahsn,@airuzm Aamiin... Semoga corona cepet reda dah ada vaksin harapan makin besar 😭🙏,1
1353703536526123009,2021-01-25,lokomotif881,sebelum masa vaksinasi : orang sakit jantung + corona = positive corona setelah masa vaksinasi : orang sakit jantung + vaksin = sakit jantung  HEBAT!,2
1353679636580823043,2021-01-25,must_threeku,Akhirmya .. di vaksin Covid juga ..  #akusiapdivaksin #vaksincorona  #VaksinCOVID19  https://t.co/SjKCu35aVc,1
1353671635409100805,2021-01-25,ayundhadewi2,Vaksin tu aman dan halal loh #vaksincorona #VaksinCOVID19 #vaksinasidimulai #vaksinyovaksin #patuhiprotokolkesehatan #protokolkesehatan #Sinovac #VaksinasiNasional #Vaksin,1
1353670985535299585,2021-01-25,ayundhadewi2,Penting buat masyarakat #vaksincorona #VaksinCOVID19 #vaksinasidimulai #vaksinyovaksin #patuhiprotokolkesehatan #protokolkesehatan #Sinovac #VaksinasiNasional #Vaksin,1
1353670934620561408,2021-01-25,ayundhadewi2,Tak bahaya #vaksincorona #VaksinCOVID19 #vaksinasidimulai #vaksinyovaksin #patuhiprotokolkesehatan #protokolkesehatan #Sinovac #VaksinasiNasional #Vaksin,1
1353670867423694850,2021-01-25,ayundhadewi2,Proteksi maksimal #vaksincorona #VaksinCOVID19 #vaksinasidimulai #vaksinyovaksin #patuhiprotokolkesehatan #protokolkesehatan #Sinovac #VaksinasiNasional #Vaksin,1
1353670768677187586,2021-01-25,ayundhadewi2,Dukung program vaksinasi #vaksincorona #VaksinCOVID19 #vaksinasidimulai #vaksinyovaksin #patuhiprotokolkesehatan #protokolkesehatan #Sinovac #VaksinasiNasional #Vaksin,1
1353670642852196352,2021-01-25,ayundhadewi2,jangan lupa 3M nya #vaksincorona #VaksinCOVID19 #vaksinasidimulai #vaksinyovaksin #patuhiprotokolkesehatan #protokolkesehatan #Sinovac #VaksinasiNasional #Vaksin,1
1353670222893506560,2021-01-25,putrisilabann,Yuk kita dukung #VaksinasiNasional #Vaksin #vaksincorona #VaksinCOVID19 #vaksinasidimulai #vaksinyovaksin #patuhiprotokolkesehatan #protokolkesehatan,1
1353670184393818112,2021-01-25,putrisilabann,Tak berbahaya!! #Sinovac  #VaksinasiNasional #Vaksin #vaksincorona #VaksinCOVID19 #vaksinasidimulai #vaksinyovaksin #patuhiprotokolkesehatan #protokolkesehatan,1
1353670098871967745,2021-01-25,putrisilabann,Sukseskan #VaksinasiNasional #Vaksin #vaksincorona #VaksinCOVID19 #vaksinasidimulai #vaksinyovaksin #patuhiprotokolkesehatan #protokolkesehatan,1
1353670020979539968,2021-01-25,putrisilabann,Cegah dengan 3M #VaksinasiNasional #Vaksin #vaksincorona #VaksinCOVID19 #vaksinasidimulai #vaksinyovaksin #patuhiprotokolkesehatan #protokolkesehatan,1
1353638339857944578,2021-01-25,kikanliany,Semoga dengan adanya vaksin corona cepat berlalu..,1
1353610534277419008,2021-01-25,rizazonovriyan1,@CabulSetengah Yuk kita vaksin biar tubuh bebas dari corona,1
1353565662963142656,2021-01-25,roisnaldoo,Abis di vaksin sinovac lha kok malah positif corona. Vaksin taek,2
1353543985558503425,2021-01-25,irvan_rangkuti,Vaksin sinovac ternyata bukan hanya untuk kebal corona tp bisa kebal hukum .,2
1353528963205763072,2021-01-25,brambudi9,Jangan tolak vaksin #VaksinHalal #VaksinSiap34Propinsi Bebas Kovid Percaya Vaksin #vaksincovid19 #vaksinuntukkita #vaksingratisutkrakyat #vaksincorona #VAKSIN #bengkulu #vaksinefektif91persen ..  https://t.co/S3hBBBpmjK,1
1353454481707421696,2021-01-25,mamarafa12,@PutraErlangga_ Kok aneh di vaksin kok malah corona,2
1353422211021901825,2021-01-25,dewilesta7,Vaksin Corona Aman  https://t.co/lE2Znv2j4T,1
1353360753533743104,2021-01-24,niko_dirgantara,"Ga butuh vaksin anti corona, butuhny vaksin anti sakit hati",2
1353342604679671808,2021-01-24,alfariz74346453,Vaksin dan 3M penangkal Covid19 yang saling melengkapi  #vaksincorona  #VaksinasiNasional  https://t.co/H38U45cPKX,1
1353295705641635841,2021-01-24,monitordaycom,"Menkes Positif Corona, Pilih Ramuan Dukun Ketimbang Vaksin  https://t.co/9SxH71ALRV",2
1353290137086513153,2021-01-24,bdatma,"Vaksin ini akan semakin memicu Corona semakin liar membentuk strain-strain baru. Logis, sifat dasar semua makhluk adalah mempertahankan kehidupannya",2
1353190563051257859,2021-01-24,nuansabening28,@NoorAsifa2 @Nruulll Jangan ksh kendorrrr... suster udah kebal corona dah kena vaksin. Cuma belum kena vaksin galoooo inget mantaaannn  Cc. @Nruulll,1
1353183988077060097,2021-01-24,rahmatdjami,"Aneh juga vaksin tapi tidak memberikan perlindungan terhadap Corona, kalau begitu buat apa vaksin?  https://t.co/AcdsjK9MY2",2
1353139370845331456,2021-01-24,oliviajane69_,"Semakin ada vaksin kok corona semakin merajalela gini,-",2
1353110961087942658,2021-01-24,hakimiahmad6,"@fadjroeL @jokowi @KompasTV @republikaonline apa untungnya disuntik vaksin? toh hasil akhirnya sama tergantung imun tubuhnya..buktinya habis vaksin msh ada yg terkena n terpapar corona gitu Bos, jgn2 bang Fadjroel bagian dari pemerintah yg ikut mengendorse sinovac yah? 🤣 hari gini gak boleh maksa yah..sama ke di Turkey😁",2
1353032971687612417,2021-01-24,fanfiz1,"Maka Sudah Ada Vaksin Kenapa ya Corona Tambah Parah,,Tetangga q Kemarin Periksa Sakit Kanker Payudara,,pergi Kerumah Sakit Mau Di Isolasi,,Penyakitnya Apa Isolasinya Iya Aneh Ya",2
1353023557513617408,2021-01-23,boechan231,"Nah loh klo spt ini meninggal tanpa terinveksi corona tapi akibat vaksin, siapa yg bertanggung jawab.",2
1353005338790748160,2021-01-23,um_akhsan,"@CNNIndonesia Lah maren,  ga ada vaksin jalan aja pemilihan daerah .. ? Ga ada vaksin.juga yg sembuh banyak aja, .. apa sih yg ditakutin,    asli corono torotmont nyusain idup ..  #Corona #Vaksin biasa aja si ... jgn ribet, ... lawan .. !!",2
1353003227097165824,2021-01-23,nawawi079,"@OposisiCerdas Coba tonton ulang(kalau punya videonya), saat presiden di suntik vaksin Corona... Ada kejanggalan.. putar videonya pelan""..",2
1352981201980542976,2021-01-23,sangangin13,"@bapaknyaeri @BBCIndonesia divaksin atau ngak tetap aja psbb... dah lah,lu nya aja yg ngak ada iman,.. hidup mati itu Allah yg atur,. lu kena corona atau ngak itu Allah yg atur semua. lu mau vaksin 10 kalipun kalau udah takdir lu mati ya mati tong!!",2
1352977276619550723,2021-01-23,ajiebaskoroo,"ngerokok bisa abis satu bungkus 1 hari, giliran di tanya mau di vaksin corona atau ngga alesannya ngga mau,katanya ngapain masukin racun ke tubuh, lucu sekali 😂 #IndoPride",1
1352961806487183362,2021-01-23,lawjusticeco,"Ada Lagi, Pejabat di Banjarmasin Positif Corona Usai di Vaksin Sinovac  https://t.co/ekGNaDOOHc",2
1352930370128236545,2021-01-23,kamaludinsujud,"@tribunnews Katanya vaksin itu utk mencegah corona. Sdh terpapar lantas divaksin, kok msh kuat virus covidnya?  Berarti efektivitas vaksin bagaimana??",2
1352916625586966528,2021-01-23,realauliaakbar,"Orang yg udah disuntik vaksin malah ada yg positif corona, terus dibilang itu bukti bahwa vaksin gak menjamin 100% . Terus ngapain di vaksin?   Udah gitu mau masuk 1 tahun kita dilanda pandemi, menkes baru bilang selama ini kita salah strategi. Lah mau 1 tahun dulu baru nyadar ya",2
1352891973099679745,2021-01-23,fanboy2190,@MemeComicIndo Mau di suntik vaksin tetap aja bisa positif corona ... corona itu gak bakal bisa terhenti klo mindsetnya virus mematikan . Udh lh corona jgn di takuti please anggap ky virus flu,2
1352887581910855680,2021-01-23,ngkongroses,Banyak sudah vaksin yang digunakan di Indonesia termasuk di dunia sebelum adanya vaksin C0vid-19 ini dan vaksin2 tersebut bertujuan untuk melindungi bukan membuat kita celaka.  Berpikir positif lah kawan agar hidupmu tentram!  Yuk lindungi diri dan keluarga dari corona.  https://t.co/QVZHx9JiqO,1
1352885877123420160,2021-01-23,nikkitamirzani,Resiko tertular Corona jauh lbh rendah jika kita slalu menerapkan prokes  Vaksin Putus Rantai Kovid  https://t.co/MyDClYGZT8  https://t.co/bHMH91gtdG,1
1352865068589797378,2021-01-23,hs_saut,@ramayanti81 @jokowi @Kiyai_MarufAmin SUPER ini yang HARUS PEMERINTAH UTAMAKAN berikan ke seluruh pasuen COVID19 di seluruh INDONESIA BUKANNYA VAKSIN SINOVAC yg terbukti GAGAL lindungi 25 relawan yg di vaksin yg justru kena CORONA sprti yg di tayangkan ANTV,2
1352846240111677442,2021-01-23,03__nakula,"Sudah di Vaksin masih bisa terpapar Corona??  Antibodi terbentuk setelah 2 kali disuntik Vaksin dengan jangka waktu 28 hari, jadi wajar jika ada yang masih terpapar, terpapar pun imun kita lebih kuat dan kemungkinan besar tanpa gejala, kita harus tetap patuhi Protokol kesehatan.  https://t.co/341LzRpzPb",1
1352814090939371523,2021-01-23,yuskapityaji,"Sekali lagi, vaksin hanya mencegah. Bukan mengobati atau menuntaskan corona. Kuncinya tetap, 3 M dan di rumah saja. Kalau tidak penting-penting amat untuk urusan kerja, bagusnya jangan kemana-mana.   https://t.co/g4VrUlg81g",1
1352768244935913472,2021-01-23,pipiloo1,"@asihpuspahati bener sekali kak, vaksin nya aman, mudah-mudahan bisa cepat memutus rantai penyebaran virus corona ya kak :)",1
1352752075369631744,2021-01-23,lish_aj,Seharusnya setelah vaksin tubuh akan kebal terhadap virus corona lha ini kok malah terkonfirmasi positif corona?,2
1352751647059922945,2021-01-23,bembeeng8,"Alasan kenapa vaksin corona itu penting, karena kasus corona di indonesia terus meningkat. #StrategiPulihkanEkonomi  https://t.co/LEbbxUozDw",1
1352751647047389184,2021-01-23,sarirekau,Tujuan adanya vaksin corona untuk menekan angka kesakitan - kematian. #StrategiPulihkanEkonomi  https://t.co/PDjmP5KtiM,1
1352733849873215488,2021-01-23,si_burang,@tifsembiring Stelah di vaksin terpapar corona?? 🤔🤔🤔 mikir keras sy Bpk.,2
1352604466403373057,2021-01-22,03__nakula,"PENCITRAAN!!!  RATU DRAMA!!!   DRAMA NYA BU RISMA BERMANFAAT UNTUK ORANG LAIN, DIBANDING DRAMA NYA ANIES BASWEDAN YANG PURA"" POSITIF CORONA.   NGAKU POSITIF CORONA TAPI MINTA DI VAKSIN. 🤣🤣🤣   https://t.co/rKy7zvcwLq",2
1352583327509696513,2021-01-22,ganrusdi,Udah di vaksin kena Corona juga.... bijimana  https://t.co/4Si947gPSR,2
1352576884396105730,2021-01-22,idntimes,Vaksin tetap efektif untuk mencegah mutasi virus corona  https://t.co/oAvLA2gS7n,2
1352573619218509826,2021-01-22,almawardin6,"Usai suntik vaksin hasilnya positif Corona virus. Mau disogok dg berapapun, saya ogah.  https://t.co/0bY4ctigwG",2
1352551893487087623,2021-01-22,alit1_kawulo,"Dengan vaksin imun kita kuat, sehat dan tambah semangat.   Waspada Corona agar Indonesia bebas dari bencana Covid.   #VirusCoronaLebihbahayadariCongorTetangga   @Flamboyan59  @MahadewiGayatri  @Putra_Pulasaren  @Bunga01_Seroja  @BPrima777  @AgoesAguss  @AtiSudarti2  https://t.co/8jcfjZ8gbI",1
1352550978801684480,2021-01-22,jhonamerah,@detikcom maka nya jangan mau di vaksin corona karna vaksin corona asal china itu sangat berbahaya untuk tubuh manusia  https://t.co/BRtyDLHNJg,2
1352544907395653633,2021-01-22,aradityarian,"Bupati positif corona setelah divaksin...   YAIYALAH POSITIF LU NGERTI CARA KERJA VAKSIN GAK, HAH?? HAH???",2
1352534356317757440,2021-01-22,kimlucky_2,@jumintenSbyy @dinokdiblonk Semoga vaksin cepat di pakai oleh masyarakat indonesia agar corona mengilang aminn,1
1352529874825715713,2021-01-22,adirahmanog,"Alhamdulillah, akhirnya vaksinasi juga. #vaksìncovid19 #vaksinasi #vaksincorona #sinovac @ RSUP Dr. Sardjito  https://t.co/HtbAb49aVs",1
1352491425066143744,2021-01-22,mpusscatsie,"Di China sudah di vaksin Sinovac saja Wabah Corona tetap menggila,  Waduh parahhh...  #TangkapMadam  https://t.co/MAnmt14s7H",2
1352467882223955969,2021-01-22,hmanwarmh,"Kalau setelah divaksin masih kena virus, terus fungsinya apa vaksin itu? Setelah 7 hari divaksin Sinovac, Bupati Sleman umumkan positif corona. Ingat meski sudah divaksin, tetapkan jalankan 5 M @kontanNews  https://t.co/nwwOi3N4pf",2
1352462240058892288,2021-01-22,dsutiyanti,"Orang yg sudah sembuh dari Covid-19 disebut sudah memiliki antibodi atau kekebalan tubuh yg bisa melawan virus corona, sehingga risiko terinfeksi jauh lebih kecil dibanding orang yg belum terinfeksi.  Vaksin Selektif Tepat Guna #KandangkanHanifAlatas   https://t.co/KtyLzAQmRz",1
1352458693879558144,2021-01-22,ranisor,Vaksin Selektif Tepat Guna #KandangkanHanifAlatas  https://t.co/ZK8xyGwELH vaksin adalah produk zat yg dimasukkan ke tubuh manusia dan akan menstimulasi imnun sistem di tubuh manusia untuk  memproteksi dan melindungi manusia dari penyakit  yg sdg dilawan virus corona Covid-19,1
1352450922526494721,2021-01-22,pengagummu75,Vaksin tlah tiba  hatiku gembira corona sebentar lagi sirna  Vaksin Selektif Tepat Guna #KandangkanHanifAlatas  https://t.co/3KV6IF7SIj,1
1352447530718658560,2021-01-22,asep_rifa,Komitmen di vaksin adalah sebuah ikhtiar untuk membantu kita dari virus Corona . selain dari menjalankan prokes yang selalu kita lakukan. Yuk kita bersama membantu sesama dan negara @kumparan #BersamaKitaVaksin  Yuk kita di vaksin @Teni_SM @Silvy_sk @AndiLa_ID  https://t.co/7dvAmxUieP,1
1352446168492515331,2021-01-22,madebudiyasa9,"@Bagong30767519 Ayo Kita Vaksin, Biar Corona Cepat Berlalu",1
1352445918335832065,2021-01-22,madebudiyasa9,@Bagong30767519 Jangan Takut Untuk Vaksin.. Biar Corona Cepat Hilang,1
1352443644637192193,2021-01-22,politik_bedebah,@geloraco vaksin kata onoh guna nya mengebalkan tubuh agar tdk kena corona kok lepas di vaksin malah positif c-19,2
1352434757351555073,2021-01-22,lufiuwi,"Lah iya lah . Logika nya yang disuntikkan itu kan virus Corona yang dilemahkan,😅 Yang habis di vaksin sudah pasti ada virus Corona di tubuh nya. Kalau tes positif atau negatif?😁",2
1352418862084415488,2021-01-22,lelakimempes0na,"@drbatu_ bntr, vaksin kan corona lemah yak, bknnya kalo abis divaksin berarti auto positif (?)",2
1352213313602482176,2021-01-21,estehmilo,@berandasleman_ @tirta_hudhi Vaksin corona tapi tidak kebal corona?? 🤔,2
1349973141246803968,2021-01-15,iradiamaa,Jdi apa guna nya vaksin klo ujung2 nya masih terkena corona... Kan vaksin it utk anti bodi agar tidak tertular Korona 😒 #VaksinasiNasional #VaksinHalal #VaksinCiptakanImunitasKovid #JokowiDiVaksin #RaffiAhmad Kadrun Framing Hoax Vaksin #RakyatDikelabui,2
1349568731693813763,2021-01-14,rwprast,"@TirtoID Selain vaksin Corona, kita juga butuh vaksin anti Bodoh",2
1349556880692023302,2021-01-14,nanatsutaizai99,"@graham_associat betul setuju... kalo emg niatnya mau musnahin orang2 yg anti jokowi. saya menolak vaksin. biar kena corona. gpp. drpd divaksin 🤭🤭 apa jgn2 vaksin ini utk ""membunuh"" orang. yg dikenal dgn istilah depopulasi 🙈🙈",2
1349244418591637504,2021-01-13,minakmegaow,@jokowi  Lawan Pandemi  Sukseskan Program vaksinasi untuk memutus rantai penularan corona.  Tolak tegas Kampanye Anti- Vaksin Covid-19  https://t.co/jR07tZ3qph,1
